Mbinned,Rbinned,loc,scale,invdeg,skew
89926995656948.4,15.75,1.2012036584259154,0.44468334911080143,0.11755173734669921,-0.15992191866563507
89926995656948.4,16.25,1.2582833290208866,0.44140960211286023,0.10239382593862599,-0.19478041947296013
89926995656948.4,16.75,1.3312324751115892,0.44384683912315687,0.11571781181323301,-0.15151123060365412
89926995656948.4,17.25,1.3625145488271893,0.44820480341245483,0.11907561843626793,-0.16538436450401195
89926995656948.4,17.75,1.413863640041637,0.4533382766266395,0.11882108725609108,-0.15614693952253292
89926995656948.4,18.25,1.4837093131553507,0.44142730384543216,0.1216175808848961,-0.10163121839781848
89926995656948.4,18.75,1.540964160244033,0.4466861452684888,0.1216175808848961,-0.11055272996626908
89926995656948.4,19.25,1.574186083951415,0.45987080407702374,0.11550897746823571,-0.08491722528593096
89926995656948.4,19.75,1.6297400486635596,0.4670435249889311,0.09869793944646307,-0.13315856692094072
158481972805581.72,0.25,0.00028083121528186704,0.6872538751776999,0.04666615860180673,-0.02412707735518579
158481972805581.72,0.75,-0.0913487337206889,0.5862719629409647,0.03134721094461382,0.07898307273305312
158481972805581.72,1.25,-0.12300956784450923,0.4816516468575682,0.041170318794175084,-0.11837481295798426
158481972805581.72,1.75,-0.3898639455631054,0.4485351605537991,0.06169014299331251,0.2748887943317212
158481972805581.72,2.25,-0.41356117133487263,0.4231782945740452,0.13156898895030772,0.0488307648509423
158481972805581.72,2.75,-0.33028634560830333,0.41833577218907053,0.1792925332136395,-0.04917246637829384
158481972805581.72,3.25,-0.26106012337666534,0.4176725065988779,0.17548160439113086,-0.08051951452905703
158481972805581.72,3.75,-0.19239899079589573,0.4241312622515035,0.19369120955755192,-0.10078596387977881
158481972805581.72,4.25,-0.07105820637302072,0.41700938087474926,0.16573311398858853,-0.08714666800277518
158481972805581.72,4.75,-0.023395076216822307,0.40487909313510684,0.1216175808848961,-0.1382543902829471
158481972805581.72,5.25,0.053751418165964626,0.3916709776545036,0.1366969751528841,-0.09376275776873805
158481972805581.72,5.75,0.1239700913464997,0.4607836424467269,0.13154700517405626,-0.09446250553522322
158481972805581.72,6.25,0.17758407157486156,0.40136698511205826,0.1444131791008743,-0.11609208001968835
158481972805581.72,6.75,0.24724343433394774,0.38802215096024506,0.13389575436388174,-0.1084372271543961
158481972805581.72,7.25,0.3196591544680647,0.3878593286565439,0.1245945568646835,-0.10708119992872
158481972805581.72,7.75,0.3764441863121554,0.45983544309150604,0.13912832891100288,-0.07690849505614869
158481972805581.72,8.25,0.40404128663789185,0.40019495666728433,0.12067172354247249,-0.17195923680536793
158481972805581.72,8.75,0.4343117624589062,0.3847569333609723,0.13223363886388043,-0.19824698685865952
158481972805581.72,9.25,0.49780595748221856,0.3915385067167056,0.1343495114123282,-0.23370729772479196
158481972805581.72,9.75,0.6053142371293282,0.3892537545164183,0.13367341795130994,-0.08257389174295009
158481972805581.72,10.25,0.6583323361441512,0.40018621614798644,0.12463612486044899,-0.12575676647185793
158481972805581.72,10.75,0.6651303618684353,0.40025776269413244,0.12427966074002653,-0.24322730496980083
158481972805581.72,11.25,0.7315291586870485,0.3992821920633321,0.11919832479859611,-0.23370729772479187
158481972805581.72,11.75,0.8362965879279946,0.45994801930987655,0.09563409204505326,-0.05592515530793303
158481972805581.72,12.25,0.8645623168011183,0.38636480963288855,0.13221007014588945,-0.08847760452926827
158481972805581.72,12.75,0.9249665646830212,0.3969604860427605,0.0771069624940936,-0.13817785540880417
158481972805581.72,13.25,0.953940885507022,0.3841310038440343,0.13216862767985518,-0.1579921787938613
158481972805581.72,13.75,1.0524525012619197,0.38031912417706965,0.12008444544879203,-0.11472097706868331
158481972805581.72,14.25,1.09085101753044,0.3913510721207998,0.13125467298794566,-0.08992111968871598
158481972805581.72,14.75,1.1437004934402626,0.46185743106624033,0.11498565253869239,-0.21659005467112136
158481972805581.72,15.25,1.2035145002950696,0.4613104128880005,0.14649636123917958,-0.08886491142201407
158481972805581.72,15.75,1.2495391298158547,0.39975231227182995,0.1266905865942691,-0.1314858055169069
158481972805581.72,16.25,1.3411631147138414,0.4007629816272463,0.12132121473960762,-0.046759234021872334
158481972805581.72,16.75,1.342579235162385,0.40211016389558396,0.10198984567932917,-0.23108803854004256
158481972805581.72,17.25,1.4225179812875202,0.4049977315280793,0.08660613274627735,-0.09327544149177078
158481972805581.72,17.75,1.4703910644355827,0.40209131241122353,0.12268576607696242,-0.0743719336544562
158481972805581.72,18.25,1.5058852539916725,0.4062336765418187,0.12237889115705634,-0.12993377164353545
158481972805581.72,18.75,1.58554116631435,0.4048296510251932,0.11775587425532942,-0.1369371815989679
158481972805581.72,19.25,1.6239552684510632,0.4025062641580499,0.12166395031416431,-0.10899908978750175
158481972805581.72,19.75,1.6700930166651338,0.4087873604664059,0.12645057013243732,-0.09008045609339241
279299175079340.56,0.25,-0.03810753027904968,0.6918499379751523,0.07804829819437165,-0.03702643571726884
279299175079340.56,0.75,-0.07555854136252012,0.5706151989163294,0.06111026614752328,-0.04251343043235992
279299175079340.56,1.25,-0.09395755257414536,0.4581382446864042,0.023362592797646256,-0.12767898388583798
279299175079340.56,1.75,-0.4210457173033894,0.40975729576974923,0.0428234092016709,0.23315283123228794
279299175079340.56,2.25,-0.39321105076276025,0.39056557492677524,0.11161351199704372,0.2344742822117835
279299175079340.56,2.75,-0.32695548668979363,0.3777002620619437,0.12398100408944247,0.01446889336345956
279299175079340.56,3.25,-0.233829338283458,0.3628851286761592,0.12135796082630186,-0.04211322697639936
279299175079340.56,3.75,-0.16133370248972087,0.3587321171579949,0.11724152177377722,-0.10365608117262312
279299175079340.56,4.25,-0.08795308400920177,0.35882791299609157,0.1279553821993254,-0.1352368108118004
